angDist,ID,Name  (Counterpart),RA  [hh:mm:ss],DEC  [dd:mm:ss],â [deg],b  [deg],Magnitude Outburst (AB),Mag.  Quies. (AB),d  [kpc],fxpeak [2-10] keV [erg s-1 cm-2],Porb  [h],ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
4.460320,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,268.87016009031,-32.47860113717,0.0278676,0.0135154,59.25,4043539983557741568,268.87023536875,1.6831,-32.47859252354,1.2981,0.4082,1.2336,0.3309,14.419,14.288,1.516,1.938,1.082,235,17.0938,926.89,5.931,2.412e+01,95,1.1296,0.2304,12,1.895,0,1.97415e+02,1.35031e+00,19.948917,1.22629e+02,9.91110e+01,20.117064,2.54128e+02,18.735266,1.908,1.381798,,,0,,,,,,,0.007921,0.877520,0.128218,19.949244,0.007923,1.97355e+02,0.652,24.9257,18.3842,0.5696
4.515891,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,268.87124026281,-32.47629347280,0.0031258,0.0018885,68.24,4043540017915375360,268.87123559532,0.1676,-32.47633336944,0.1376,0.5292,0.1639,3.2290,9.020,-0.886,0.184,-8.977,0.126,298,5.7938,524.69,0.733,6.436e+00,95,1.2673,0.0327,16,1.248,0,1.26454e+03,3.69824e+00,17.932539,3.58578e+02,2.01428e+01,18.952084,2.06953e+03,16.458216,1.920,2.493868,,,0,,,,,,,0.004204,0.061054,0.029362,17.914991,0.004166,1.28514e+03,0.514,2.9864,2.1021,0.3403
4.784082,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,268.87229972047,-32.47701449894,0.0059915,0.0034646,67.47,4043540017915367808,268.87229089344,0.2990,-32.47704365990,0.2415,0.7174,0.2728,2.6295,6.772,-1.675,0.350,-6.561,0.235,307,0.4790,325.45,0.000,0.000e+00,95,1.4265,0.0572,16,1.018,0,3.93096e+02,1.16855e+00,19.201120,1.54385e+02,1.99170e+01,19.867030,4.61123e+02,18.088354,1.566,1.778675,,,0,,,,,,,0.004244,0.140097,0.070027,19.195983,0.004232,3.94960e+02,0.261,5.6912,3.9384,0.3773
3.883856,25,GRS 1737-31,17:40:09,-31:02:24,357.5877503,-0.0994064,,,,6.0E-10,,265.03710007084,-31.04102298527,0.0086303,0.0060495,72.21,4055195352233712128,265.03708396335,0.6099,-31.04104792262,0.4222,-0.1599,0.6959,-0.2297,6.413,-3.105,0.525,-5.611,0.372,299,0.6040,330.56,0.342,2.025e-01,95,1.3113,0.0632,12,1.024,0,3.58044e+02,1.03856e+00,19.302525,4.66346e+01,5.28773e+00,21.166773,4.64803e+02,18.079723,1.428,3.087050,,,0,,,70752650371261009,,162297980,,0.004185,0.123140,0.016765,19.276934,0.004130,3.66584e+02,-0.065,8.4230,6.3350,0.2065
3.574007,24,"GRS 1739-278 
V2606 Oph",17:42:40,-27:44:53,0.6720951,1.17572417,J=17.2Â±0.1,J>20.1,7.25Â±1.25,7.2E-9,,265.66586067672,-27.74874607170,0.0154177,0.0010427,49.51,4060669893680367488,265.66586067672,11.7458,-27.74874607170,10.0413,,,,,,,,,138,1.8855,165.41,1.781,6.688e-01,3,,,7,,0,9.18882e+01,9.91946e-01,20.779217,,,,,,,,,,0,,,74702656659591851,,,,0.012040,,,20.779217,0.012040,9.18882e+01,,11.7458,10.0413,0.9907
4.094686,24,"GRS 1739-278 
V2606 Oph",17:42:40,-27:44:53,0.6720951,1.17572417,J=17.2Â±0.1,J>20.1,7.25Â±1.25,7.2E-9,,265.66538177306,-27.74803043779,0.0191463,0.0083854,73.00,4060669893677609984,265.66537906719,1.0475,-27.74805651574,0.6483,-0.6524,0.9829,-0.6637,5.892,-0.539,1.156,-5.868,0.578,287,2.3208,381.13,2.004,2.503e+00,95,1.1539,0.1412,12,1.098,0,1.47920e+02,7.59626e-01,20.262302,1.73307e+01,3.26961e+00,22.241500,1.98882e+02,19.001408,1.462,3.240093,,,0,,,74702656654552692,,,,0.006219,0.204854,0.022685,20.236711,0.006103,1.51448e+02,-0.055,18.4734,9.7791,0.4584
0.854125,22,"GRS 1730-312 
KS 1730-312",17:33:32,-31:12:16,356.687935,1.00634388,,,,1.14E-8,,263.38355227096,-31.20459012767,0.0231218,0.0111057,64.87,4055310289847579392,263.38350451487,0.8627,-31.20461381293,0.6165,1.3313,0.9805,1.3578,10.624,-9.191,1.320,-5.329,0.852,184,-0.3555,184.90,0.000,0.000e+00,95,1.2382,0.1669,13,0.979,0,,,,,,,3.93470e+02,18.260616,,,,,0,,,,,,,,,0.024180,,,,,21.4586,14.0530,0.5243
0.941121,22,"GRS 1730-312 
KS 1730-312",17:33:32,-31:12:16,356.687935,1.00634388,,,,1.14E-8,,263.38350898383,-31.20423050485,0.0404228,0.0157772,64.38,4055310289847579264,263.38346774165,1.3033,-31.20425858707,0.8993,-0.8131,1.2862,-0.6322,10.145,-7.937,2.266,-6.318,1.371,163,7.6851,373.54,3.260,1.093e+01,95,1.2221,0.2658,11,1.461,0,1.36737e+02,1.13638e+00,20.347649,,,,2.95433e+02,18.571749,,,,,0,,,,,,,0.009434,,0.003980,20.347649,0.009434,1.36737e+02,,37.0814,22.5366,0.6462
4.680979,22,"GRS 1730-312 
KS 1730-312",17:33:32,-31:12:16,356.687935,1.00634388,,,,1.14E-8,,263.38342080459,-31.20314632669,0.0099110,0.0061814,81.75,4055310289847585920,263.38341192598,0.4179,-31.20315320836,0.2971,0.1431,0.5345,0.2677,2.306,-1.709,0.624,-1.548,0.389,189,-2.5067,173.49,0.000,0.000e+00,95,0.9462,0.1072,13,0.870,0,2.91032e+02,1.35197e+00,19.527517,5.32048e+01,7.05642e+00,21.023664,3.78267e+02,18.303398,1.483,2.720266,,,0,,,70552633834136469,,,,0.005747,0.144026,0.025470,19.506136,0.005661,2.96820e+02,0.043,9.8485,6.2804,0.1377
1.657141,21,"GRO J1655-40 
N Sco 1994 = V1033 Sco",16:54:00,-39:50:45,344.9818318,2.45604284,R=13.55,R=16.3Â±0.1,3.2Â±0.2,1.15E-7,62.92Â±0.003,253.50059331792,-39.84576713926,0.0010122,0.0007701,84.58,5969790961312131456,253.50056825794,0.0438,-39.84580029831,0.0276,0.2902,0.0481,6.0386,8.626,-4.329,0.062,-7.461,0.047,404,1.5655,462.77,0.000,0.000e+00,31,,,20,1.055,0,6.08498e+03,2.74937e+01,16.226719,1.58593e+03,2.56893e+01,17.337835,6.72348e+03,15.178909,1.366,2.158926,,,0,,,,,127635787,,0.005626,0.017807,0.014250,16.226719,0.005626,6.08498e+03,0.008,1.0103,0.7726,0.0519
4.087413,21,"GRO J1655-40 
N Sco 1994 = V1033 Sco",16:54:00,-39:50:45,344.9818318,2.45604284,R=13.55,R=16.3Â±0.1,3.2Â±0.2,1.15E-7,62.92Â±0.003,253.49957436855,-39.84474598585,0.0020503,0.0009984,73.96,5969790965636130688,253.49957436855,1.9897,-39.84474598585,1.1143,,,,,,,,,138,10.6339,391.37,4.309,5.226e+00,3,,,14,,0,8.85795e+01,1.58553e+00,20.819035,3.33679e+01,4.13314e+00,21.530218,1.62896e+02,19.218119,2.216,2.312100,,,0,,,,,,,0.019628,0.134514,0.051383,20.819035,0.019628,8.85795e+01,0.837,1.9897,1.1143,0.3841
4.178678,21,"GRO J1655-40 
N Sco 1994 = V1033 Sco",16:54:00,-39:50:45,344.9818318,2.45604284,R=13.55,R=16.3Â±0.1,3.2Â±0.2,1.15E-7,62.92Â±0.003,253.49965686422,-39.84470288232,0.0441030,0.0102046,63.52,5969790965636130560,253.49965686422,39.7387,-39.84470288232,21.6805,,,,,,,,,52,116.3788,34236.09,68.676,3.526e+03,3,,,4,,0,7.81327e+01,2.84918e+00,20.955284,4.30604e+01,9.94329e+00,21.253345,1.72234e+02,19.157595,2.756,2.095751,,,0,,,,,,,0.039688,0.250728,0.104945,20.955284,0.039688,7.81327e+01,1.407,39.7387,21.6805,0.8527
4.322434,21,"GRO J1655-40 
N Sco 1994 = V1033 Sco",16:54:00,-39:50:45,344.9818318,2.45604284,R=13.55,R=16.3Â±0.1,3.2Â±0.2,1.15E-7,62.92Â±0.003,253.49853810545,-39.84625976982,0.0299462,0.0182825,57.57,5969790965620721920,253.49853771254,1.2489,-39.84627670008,0.7600,-0.8089,1.0630,-0.7609,3.810,-0.068,1.646,-3.809,1.360,181,0.2528,201.41,1.180,4.392e-01,95,1.1755,0.1928,11,1.012,0,1.24342e+02,1.01562e+00,20.450823,4.13447e+01,2.25995e+01,21.297493,2.80648e+02,18.627493,2.590,2.670000,,,0,,,,,,,0.009286,0.593485,0.332562,20.430268,0.009128,1.26718e+02,1.158,27.1117,22.2706,0.4217
1.560461,20,"GRS 1716-249 
N Oph 1993 = V2293 Oph",17:19:37,-25:01:03,0.1422746,6.99086431,Vâ¼16.6,Vâ¥21.0,2.4Â±0.4,1.97E-8,,259.90383409797,-25.01781155596,0.0581523,0.0029522,128.70,4110788141995042048,259.90383409797,45.4212,-25.01781155596,36.4325,,,,,,,,,52,-1.4688,33.61,0.000,0.000e+00,3,,,3,,0,4.63341e+03,7.95678e+01,16.522615,1.99393e+03,1.44509e+02,17.089268,4.11375e+03,15.712300,1.318,1.376967,,,0,,,,,,,0.018847,0.078738,0.065152,16.522615,0.018847,4.63341e+03,0.062,45.4212,36.4325,-0.9946
3.139154,20,"GRS 1716-249 
N Oph 1993 = V2293 Oph",17:19:37,-25:01:03,0.1422746,6.99086431,Vâ¼16.6,Vâ¥21.0,2.4Â±0.4,1.97E-8,,259.90321135824,-25.01739531415,0.0221488,0.0141155,68.06,4110788141963722112,259.90320067556,1.0908,-25.01740800294,0.6943,-4.6933,1.0898,-4.3064,3.591,-2.178,1.306,-2.855,0.943,293,5.1128,456.58,4.384,5.868e+00,95,0.9296,0.2108,15,1.220,0,1.07994e+02,9.25464e-01,20.603865,4.24805e+01,4.85557e+00,21.268068,1.56911e+02,19.258762,1.846,2.009306,,,0,,,77972599032399469,,,,0.009704,0.124132,0.056774,20.594891,0.009630,1.08891e+02,0.510,21.2107,15.4894,0.3073
3.418049,20,"GRS 1716-249 
N Oph 1993 = V2293 Oph",17:19:37,-25:01:03,0.1422746,6.99086431,Vâ¼16.6,Vâ¥21.0,2.4Â±0.4,1.97E-8,,259.90398684511,-25.01843537036,0.0072195,0.0041806,71.59,4110788141963698688,259.90395457359,0.3152,-25.01843230593,0.1965,0.5296,0.3151,1.6808,6.616,-6.580,0.430,0.689,0.278,421,8.7841,773.14,1.655,1.041e+01,95,1.3330,0.0583,16,1.319,0,4.58573e+02,1.80424e+00,19.033846,1.52023e+02,5.86313e+00,19.883768,5.82959e+02,17.833801,1.603,2.049967,,,0,,,77972599040058218,,177300684,,0.005083,0.041967,0.015652,19.024166,0.005051,4.62679e+02,0.261,6.9762,4.5751,0.3252
4.556098,20,"GRS 1716-249 
N Oph 1993 = V2293 Oph",17:19:37,-25:01:03,0.1422746,6.99086431,Vâ¼16.6,Vâ¥21.0,2.4Â±0.4,1.97E-8,,259.90555311228,-25.01765245531,0.0029846,0.0012711,67.71,4110788141963697536,259.90555311228,2.8034,-25.01765245531,1.6324,,,,,,,,,171,8.5819,375.46,7.121,1.000e+01,3,,,11,,0,9.20590e+01,1.20550e+00,20.777203,4.11650e+01,7.70303e+00,21.302221,1.05762e+02,19.687077,1.596,1.615145,,,0,,,77972599056199133,,,,0.014482,0.203188,0.066345,20.777203,0.014482,9.20590e+01,0.312,2.8034,1.6324,0.5592
3.737572,19,"GRS 1009-45 
N Vel 1993 = MM Vel",10:13:36,-45:04:32,275.878471,9.34597492,R<14.7,r=20.4Â±0.1,3.8Â±0.3,5.1E-8,6.8449Â±0.0003,153.40142970963,-45.07531359395,0.0079362,0.0036706,38.89,5414249796406956928,153.40142970963,5.7434,-45.07531359395,6.5932,,,,,,,,,45,15.6761,404.72,6.799,8.608e+00,3,,,5,,0,7.96862e+01,1.88356e+00,20.933910,,,,,,,,,,0,,,,,,,0.025811,,,20.933910,0.025811,7.96862e+01,,5.7434,6.5932,0.6389
4.386581,19,"GRS 1009-45 
N Vel 1993 = MM Vel",10:13:36,-45:04:32,275.878471,9.34597492,R<14.7,r=20.4Â±0.1,3.8Â±0.3,5.1E-8,6.8449Â±0.0003,153.40171168155,-45.07570940709,0.0013929,0.0011590,38.48,5414249796406957056,153.40167748357,0.0613,-45.07569874903,0.0672,0.1900,0.0873,2.1763,5.939,-5.434,0.077,2.398,0.081,435,-0.9285,419.48,0.000,1.938e-15,31,,,27,0.968,0,1.55437e+03,1.27621e+00,17.708480,7.86970e+02,7.04857e+00,18.098646,1.15239e+03,17.093900,1.248,1.004746,,,0,,,,,413474439,,0.002896,0.010117,0.009863,17.708480,0.002896,1.55437e+03,0.030,1.2547,1.3073,0.1772
3.441155,18,"GRS 1915+105 
V1487 Aql",19:15:12,10:56:45,45.3657052,-0.21897507,H=13.09,Iâ¼23.7Â±0.4,9Â±2,9.29E-8,812Â±4,288.80058404749,10.94659811274,0.0071875,0.0064930,64.21,4309751264925566848,288.80058652227,0.3638,10.94658622022,0.3858,-0.4782,0.4802,-0.9957,2.731,0.547,0.443,-2.676,0.424,263,4.3940,399.97,1.978,5.192e+00,95,1.2663,0.1022,16,1.199,0,2.91613e+02,1.09693e+00,19.525349,3.80976e+01,8.70835e+00,21.386300,5.38002e+02,17.920935,1.976,3.465365,,,0,,,121132888005826403,,,,0.004927,0.248193,0.012925,19.499758,0.004848,2.98568e+02,0.427,7.0613,6.6300,0.0795
4.178069,18,"GRS 1915+105 
V1487 Aql",19:15:12,10:56:45,45.3657052,-0.21897507,H=13.09,Iâ¼23.7Â±0.4,9Â±2,9.29E-8,812Â±4,288.79893655699,10.94532658334,0.0074811,0.0068249,70.68,4309751260630693888,288.79894336822,0.3559,10.94532271908,0.3911,0.0965,0.4712,0.2048,1.738,1.505,0.465,-0.869,0.439,280,-0.4630,296.73,0.000,0.000e+00,95,1.1458,0.0944,17,0.979,0,2.05643e+02,1.09618e+00,19.904585,3.23328e+01,5.44216e+00,21.564434,2.78846e+02,18.634483,1.513,2.929951,,,0,,,121132887989374884,,,,0.006410,0.182769,0.027890,19.879977,0.006293,2.10357e+02,0.043,7.4121,6.8998,0.0573
2.569442,17,"GRO J0422+32 
V518 Per",4:21:43,32:54:27,165.8808146,-11.91243707,R=12.65,R=21.0Â±0.1,2.49Â±0.3,5.77E-8,5.091850Â±0.000005,65.42951174608,32.90815229149,0.0089355,0.0055628,63.55,172650744633325312,65.42951323668,0.3334,32.90815063953,0.2326,-0.2970,0.3743,-0.7934,0.466,0.282,0.518,-0.372,0.395,233,-0.3605,230.13,0.000,1.331e-15,31,,,16,0.982,0,3.26209e+02,1.11483e+00,19.403630,1.38617e+02,8.54780e+00,19.984000,2.54287e+02,18.734587,1.204,1.249413,,,0,,,147490654294880373,1237660751411217299,,,0.004622,0.067010,0.045640,19.403630,0.004622,3.26209e+02,-0.037,8.3752,6.3752,0.3652
3.492037,17,"GRO J0422+32 
V518 Per",4:21:43,32:54:27,165.8808146,-11.91243707,R=12.65,R=21.0Â±0.1,2.49Â±0.3,5.77E-8,5.091850Â±0.000005,65.42801144723,32.90748309894,0.0096125,0.0029141,85.67,172650748928103552,65.42801144723,9.5875,32.90748309894,2.9952,,,,,,,,,52,4.3401,101.77,6.390,2.980e+00,3,,,4,,0,9.02254e+01,3.51638e+00,20.799046,5.97480e+01,9.44646e+00,20.897734,8.09477e+01,19.977385,1.559,0.920349,,,0,,,147480654280249562,1237660751411217300,,,0.042404,0.171683,0.122711,20.799046,0.042404,9.02254e+01,0.350,9.5875,2.9952,0.2202
2.206224,16,"GRS 1124-684 
N Mus 1991 = GU Mus",11:26:27,-68:40:33,295.3006588,-7.07263349,Vâ¼13.5,i'=19.92Â±0.04,4.95+0.69-0.65,1.36E-7,10.38252Â±2E-05,171.61081731650,-68.67579937582,0.0044581,0.0036442,36.39,5234956524083372544,171.61078146385,0.2162,-68.67580556243,0.1919,0.1794,0.2415,0.7427,3.247,-2.933,0.244,-1.392,0.262,369,0.1041,383.13,0.000,0.000e+00,31,,,26,1.003,0,2.96230e+02,2.75988e+00,19.508293,1.14358e+02,7.25434e+00,20.192875,2.63146e+02,18.697401,1.274,1.495474,,,0,,,,,,,0.010484,0.068931,0.038083,19.508293,0.010484,2.96230e+02,0.005,3.9498,4.1897,0.1903
4.600906,16,"GRS 1124-684 
N Mus 1991 = GU Mus",11:26:27,-68:40:33,295.3006588,-7.07263349,Vâ¼13.5,i'=19.92Â±0.04,4.95+0.69-0.65,1.36E-7,10.38252Â±2E-05,171.61595798190,-68.67560507934,0.0069479,0.0061164,43.66,5234956451065289088,171.61593506934,0.3441,-68.67561133554,0.3066,0.8093,0.3809,2.1247,2.344,-1.875,0.402,-1.408,0.409,350,3.0175,450.00,1.721,2.778e+00,95,1.3790,0.0909,25,1.116,0,1.99689e+02,7.19952e-01,19.936480,3.71328e+01,3.93664e+00,21.414148,2.51855e+02,18.745018,1.447,2.669130,,,0,,,,,447077480,,0.004787,0.115138,0.024998,19.915939,0.004727,2.03503e+02,0.015,6.5259,6.5647,0.1266
2.183655,15,"GS 2023+338 
V404 Cyg",20:24:04,33:52:02,73.1187114,-2.09132512,Râ¼10.7,R=16.58Â±0.01,2.39Â±0.14,2.59E-7,155.30803Â±5E-05,306.01593626560,33.86721143191,0.0015531,0.0011805,153.24,2056188624872569088,306.01590855245,0.0525,33.86717686476,0.0607,0.3024,0.0783,3.8625,9.343,-5.177,0.079,-7.778,0.092,438,7.9769,748.54,0.406,5.052e+00,31,,,25,1.282,0,2.44729e+03,1.81537e+01,17.215652,4.82931e+02,1.73530e+01,18.628828,3.82255e+03,15.792011,1.759,2.836817,,,0,,,,,,620473640,0.008512,0.039113,0.026176,17.215652,0.008512,2.44729e+03,0.303,1.2649,1.4851,-0.2180
2.533891,15,"GS 2023+338 
V404 Cyg",20:24:04,33:52:02,73.1187114,-2.09132512,Râ¼10.7,R=16.58Â±0.01,2.39Â±0.14,2.59E-7,155.30803Â±5E-05,306.01595747487,33.86760778368,0.0028140,0.0017899,122.24,2056188620566335360,306.01592990853,0.1116,33.86757327391,0.0871,0.1423,0.1161,1.2263,9.317,-5.150,0.156,-7.765,0.132,322,2.4672,420.87,0.351,1.510e+00,95,1.3163,0.0258,20,1.099,0,1.28396e+03,1.84229e+00,17.915989,,,,,,,,,,0,,,148643060159471697,,,,0.003165,,,17.915989,0.003165,1.28396e+03,,2.5644,2.1321,-0.3891
2.935208,14,"GS 1734-275 
GRO 1735-27 = KS 1732-273",17:36:02,-27:25:41,0.1608028,2.59055981,,,,1.2E-9,,264.00924850961,-27.42812583367,0.0146322,0.0074184,69.25,4061303551667900416,264.00924146620,0.6112,-27.42813802674,0.4420,0.3785,0.6768,0.5592,3.083,-1.407,0.867,-2.743,0.529,192,0.3849,218.14,1.172,8.116e-01,95,1.0979,0.1303,12,1.018,0,1.81553e+02,1.15821e+00,20.039860,3.16697e+01,5.79687e+00,21.586933,1.65825e+02,19.198772,1.088,2.388161,,,0,,,75082640092686571,,,,0.007454,0.198755,0.074054,20.024175,0.007362,1.84195e+02,-0.302,13.9335,8.6599,0.4367
3.989859,14,"GS 1734-275 
GRO 1735-27 = KS 1732-273",17:36:02,-27:25:41,0.1608028,2.59055981,,,,1.2E-9,,264.00713198316,-27.42835773105,0.0035717,0.0012555,72.38,4061303551667936256,264.00713198316,3.4253,-27.42835773105,1.6126,,,,,,,,,86,3.7624,137.99,4.730,1.423e+01,3,,,7,,0,1.03004e+02,2.09236e+00,20.655231,3.68904e+01,1.96342e+01,21.421260,3.07660e+02,18.527720,3.345,2.893541,,,0,,,,,,,0.022226,0.577869,0.034301,20.655231,0.022226,1.03004e+02,1.880,3.4253,1.6126,0.5839
4.534372,14,"GS 1734-275 
GRO 1735-27 = KS 1732-273",17:36:02,-27:25:41,0.1608028,2.59055981,,,,1.2E-9,,264.00703992190,-27.42857374369,0.0043971,0.0030946,92.13,4061303555959374848,264.00703992190,4.3955,-27.42857374369,3.0968,,,,,,,,,54,3.0761,85.23,6.747,3.070e+00,3,,,4,,0,8.86668e+01,2.70951e+00,20.817965,1.92534e+01,1.18400e+01,22.127274,2.75373e+02,18.648090,3.323,3.479183,,,0,,,,,,,0.033293,0.667688,0.195286,20.817965,0.033293,8.86668e+01,1.772,4.3955,3.0968,-0.0267
1.911660,13,"GS 2000+251 
QZ Vul",20:02:49,25:14:11,63.3663891,-2.99847575,V=16.4,R=21.3Â±0.2,2.7Â±0.7,3.46E-7,8.258095Â±0.000005,300.70375449238,25.23601077216,0.0020658,0.0015388,151.31,1834737637189308672,300.70375449238,1.6750,25.23601077216,1.9570,,,,,,,,,102,4.0666,164.43,6.871,3.768e+00,3,,,9,,0,7.40959e+01,1.27030e+00,21.012880,4.45306e+01,1.07486e+01,21.216894,8.36109e+01,19.942238,1.729,1.274656,,,0,,,138283007037443881,,,,0.018817,0.262085,0.082410,21.012880,0.018817,7.40959e+01,0.485,1.6750,1.9570,-0.2441
1.121391,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,209.54189765048,-64.73529548555,0.0060128,0.0045071,46.32,5852295847392126080,209.54183643683,0.3029,-64.73530645424,0.3125,-1.1697,0.4445,-2.6314,6.375,-5.878,0.328,-2.468,0.325,412,5.2731,602.20,1.630,3.569e+00,95,1.4004,0.0901,23,1.190,0,2.13384e+02,9.36466e-01,19.864464,7.02397e+01,4.59048e+00,20.722086,2.09219e+02,18.946392,1.310,1.775694,,,0,,,,,,,0.005504,0.071013,0.021739,19.859374,0.005485,2.14387e+02,0.005,5.3479,5.2790,0.2802
1.923983,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,209.54051139066,-64.73479384958,0.0103246,0.0089532,63.98,5852296053620905472,209.54045857343,0.4138,-64.73480320539,0.4453,1.2744,0.5343,2.3852,5.492,-5.072,0.631,-2.105,0.582,210,1.8055,258.19,0.592,5.378e-01,95,1.4395,0.0777,16,1.089,0,1.12042e+02,1.82468e+00,20.563920,2.66565e+02,1.08617e+02,19.274035,5.48928e+02,17.899107,7.278,1.374928,,,0,,,,,,,0.017895,0.442413,0.424408,20.564324,0.017902,1.12000e+02,6.023,10.0752,9.2330,0.1121
3.221951,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,209.54047307850,-64.73573585917,0.0050335,0.0019898,164.37,5852295847394715392,209.54047307850,2.3475,-64.73573585917,4.8770,,,,,,,,,43,1.2844,49.53,2.365,3.322e-01,3,,,4,,0,7.67046e+01,2.29004e+00,20.975313,,,,,,,,,,0,,,,,,,0.032532,,,20.975313,0.032532,7.67046e+01,,2.3475,4.8770,-0.4844
3.747831,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,209.54142874296,-64.73396390037,0.0108466,0.0021374,72.29,5852296053553146880,209.54142874296,10.3528,-64.73396390037,3.8778,,,,,,,,,50,2.4988,72.19,5.884,2.863e+00,3,,,4,,0,7.02896e+01,1.54406e+00,21.070139,2.21020e+01,1.86061e+01,21.977460,2.98168e+01,21.061745,0.739,0.915716,,,0,,,,,,,0.024009,0.914005,0.416885,21.070139,0.024009,7.02896e+01,-0.471,10.3528,3.8778,0.8164
4.353071,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,209.54446045343,-64.73520078762,0.0061187,0.0044050,51.11,5852295847477552640,209.54437323680,0.2802,-64.73521150593,0.2884,0.1511,0.4145,0.3645,8.716,-8.375,0.341,-2.412,0.317,417,0.8112,456.76,0.925,1.262e+00,95,1.3603,0.0841,23,1.028,0,2.28257e+02,1.05282e+00,19.791306,1.18259e+02,6.40453e+00,20.156460,3.63959e+02,18.345264,2.113,1.811195,,,0,,,,,388208210,,0.005716,0.058866,0.017969,19.785650,0.005693,2.29449e+02,0.803,5.5072,5.1491,0.3108
4.651363,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,209.53886580295,-64.73549027359,0.0233807,0.0105966,36.80,5852296053550557056,209.53881247687,1.0855,-64.73549380095,1.3097,-0.1142,0.9635,-0.1185,5.182,-5.121,0.968,-0.794,1.168,243,-1.5795,227.88,0.000,0.000e+00,95,1.2080,0.1712,14,0.927,0,1.25424e+02,9.15751e-01,20.441416,,,,,,,,,,0,,,,,388208208,,0.008392,,,20.441416,0.008392,1.25424e+02,,16.3759,19.7681,0.6436
4.705250,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,209.53873797453,-64.73461815180,0.0101741,0.0090018,157.12,5852296053553145984,209.53868686717,0.5210,-64.73462132570,0.5820,-0.7444,0.7142,-1.0423,4.960,-4.908,0.557,-0.714,0.606,361,0.7212,406.37,0.591,1.397e-01,95,1.2549,0.1408,21,1.026,0,1.15467e+02,7.04106e-01,20.531221,4.25026e+01,1.29221e+01,21.267504,9.47147e+01,19.806852,1.188,1.460651,,,0,,,,,,,0.007171,0.330109,0.115009,20.530616,0.007168,1.15532e+02,-0.077,9.1886,10.0057,-0.0876
1.801232,11,EXO 1846-031,18:49:17,-3:03:55,29.9580344,-0.91793414,r>23,I>22.3,â¼7,1.02E-8,,282.32125590709,-3.06554663523,0.0127961,0.0068542,66.40,4258794192383316864,282.32125246886,0.5123,-3.06555767772,0.4461,-0.3728,0.6211,-0.6002,2.602,-0.772,0.734,-2.485,0.495,154,-0.0173,184.68,0.879,7.807e-01,95,0.8654,0.1349,12,0.997,0,2.87864e+02,1.51588e+00,19.539398,2.13130e+01,5.56692e+00,22.016933,5.19786e+02,17.958334,1.880,4.058600,,,0,,,104322823212561769,,279594698,,0.006347,0.283607,0.027083,19.513807,0.006227,2.94730e+02,0.252,12.0429,8.1048,0.4388
