angDist,Name,ref,JName,RA,DEC,Binary Type,Companion,Dist (Kpc),Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
4.289603,B1310+18,kapw91,J1312+1810,13:12:55,+18:10,BT,*,20.6,3938022017256374784,198.23032020296,18.16619921912,725.51098600,646.16027800,843.66760300,,,,10099
4.564586,B1310+18,kapw91,J1312+1810,13:12:55,+18:10,BT,*,20.6,3938022017255858048,198.22863828483,18.16550235409,9049.07031000,7224.37207000,12468.38090000,7494.81543000,6777.14209000,8406.02832000,10033
4.877647,B1310+18,kapw91,J1312+1810,13:12:55,+18:10,BT,*,20.6,3938022017255847552,198.22952936503,18.16535632486,4671.67920000,3349.91016000,6657.20947000,2961.44556000,2506.89258000,3382.49023000,10033
4.962167,B1310+18,kapw91,J1312+1810,13:12:55,+18:10,BT,*,20.6,3938022017253038592,198.23057362279,18.16700257514,10571.77830000,7363.53223000,18915.27340000,,,,10099
4.328560,J1337-6423,kjb+12,J1337-6423,13:37:31.883,-64:23:04.915,ELL1,CO,5.94,5864138824605194624,204.38227812313,-64.38352155087,7460.24365000,4633.91406000,11715.28810000,12738.94820000,9659.79395000,16624.79100000,10033
4.739646,J1337-6423,kjb+12,J1337-6423,13:37:31.883,-64:23:04.915,ELL1,CO,5.94,5864138824605319040,204.38077829728,-64.38566526070,6036.64551000,3744.28857000,7889.40820000,8391.95020000,6375.40137000,11100.57620000,10033
1.899780,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135892736,205.54571879914,28.37813635169,5269.92383000,3366.17090000,8668.89844000,2012.31714000,1741.03064000,2280.75024000,10033
2.320963,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135774208,205.54692871980,28.37779860201,21936.56450000,16492.56050000,27390.88670000,8814.63281000,8155.83496000,9716.63574000,10033
2.936740,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135931520,205.54647545135,28.37703904869,1465.44971000,1265.68726000,1737.27808000,1463.88342000,1268.90649000,1818.62366000,10033
3.102297,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135777408,205.54522476476,28.37770729575,8278.13965000,4838.07129000,10200.55860000,,,,10099
3.120857,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135778816,205.54666827362,28.37857789742,5019.64893000,3593.60620000,7458.49512000,2439.88452000,2094.00171000,3355.20508000,10033
3.518967,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386130465664,205.54721750567,28.37820181844,1990.90759000,1332.80481000,3092.33569000,,,,10099
3.592301,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135777280,205.54531683061,28.37844706699,2243.05664000,2017.06287000,2663.24292000,2191.64282000,1919.09058000,2450.96802000,10033
3.659681,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386130869760,205.54578474836,28.37876686550,1970.06274000,1577.58301000,2545.40942000,2157.21069000,1754.49390000,2871.87134000,10023
4.238575,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135525888,205.54735496143,28.37722796337,3973.06738000,1740.39197000,5501.11914000,,,,11099
4.693714,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135780480,205.54547219275,28.37667936666,3486.04810000,2345.61646000,4999.29883000,2891.55151000,2280.22754000,3487.36792000,10033
4.824958,J1342+2822B,hrs+07,J1342+2822B,13:42:11.0871,+28:22:40.141,ELL1,He,9.9,1454784386135590912,205.54634203043,28.37915105925,5599.54639000,2189.54980000,8387.54102000,,,,11099
1.419503,J1342+2822D,hrs+07,J1342+2822D,13:42:10.2,+28:22:36,DD,He,9.9,1454784386135991040,205.54288957346,28.37647175485,1979.26611000,1538.91443000,2725.79639000,2028.42761000,1665.42212000,2593.34839000,10023
2.033795,J1342+2822D,hrs+07,J1342+2822D,13:42:10.2,+28:22:36,DD,He,9.9,1454784386131787776,205.54202286762,28.37704472535,2329.04907000,1790.14148000,3116.48730000,1896.90234000,1547.04211000,2426.22217000,10033
2.441385,J1342+2822D,hrs+07,J1342+2822D,13:42:10.2,+28:22:36,DD,He,9.9,1454784386135515520,205.54218003739,28.37604969629,9693.14160000,8085.71924000,11888.84380000,8387.18555000,7142.58643000,9212.11230000,10033
3.197352,J1342+2822D,hrs+07,J1342+2822D,13:42:10.2,+28:22:36,DD,He,9.9,1454784386135895168,205.54345995429,28.37694135706,900.64392100,612.30963100,1402.29297000,2223.76538000,1836.26611000,2870.08032000,10033
3.952427,J1342+2822D,hrs+07,J1342+2822D,13:42:10.2,+28:22:36,DD,He,9.9,1454784386135471872,205.54337087893,28.37588037517,6872.81055000,4650.62354000,10402.67870000,,,,10099
4.307691,J1342+2822D,hrs+07,J1342+2822D,13:42:10.2,+28:22:36,DD,He,9.9,1454784386135593344,205.54196877447,28.37776818842,501.53762800,356.58810400,657.47442600,1299.60657000,998.26800500,1725.22144000,10023
4.803435,J1342+2822D,hrs+07,J1342+2822D,13:42:10.2,+28:22:36,DD,He,9.9,1454784386135472000,205.54326163101,28.37551286267,7666.22559000,5896.02295000,12881.39750000,,,,10099
4.972452,J1342+2822D,hrs+07,J1342+2822D,13:42:10.2,+28:22:36,DD,He,9.9,1454784386135471744,205.54301255994,28.37536112600,1272.36169000,901.82745400,1801.90271000,1558.86377000,1037.54773000,1979.27991000,10133
0.406081,J1417-4402,crr+16,J1417-4402,14:17:30.60,-44:02:57.4,ELL1,MS,4.4,6096705840454620800,214.37735925120,-44.04932767897,4240.56934000,3536.00098000,4917.92188000,4034.70093000,3470.34570000,5148.63525000,10033
2.483853,J1420-5625,hfs+04,J1420-5625,14:20:03.062,-56:25:55.00,BT,CO(?),1.329,5892367372574038144,215.01265719802,-56.43125675511,4195.77051000,2786.72241000,5857.34717000,3370.85522000,2576.91772000,4282.60645000,10033
4.716061,J1420-5625,hfs+04,J1420-5625,14:20:03.062,-56:25:55.00,BT,CO(?),1.329,5892367376894271616,215.01117732831,-56.43292013518,5146.64209000,3613.87207000,7260.00537000,5346.84180000,3797.48218000,7104.53223000,10033
0.076486,J1431-4715,btb+15,J1431-4715,14:31:44.6177,-47:15:27.574,ELL1,MS,1.562,6098156298150016768,217.93588660597,-47.25767551422,1986.39062000,1609.67029000,2577.65405000,7091.73486000,5872.73730000,9776.96973000,10033
0.374782,J1435-6100,clm+01,J1435-6100,14:35:20.2765,-61:00:57.956,ELL1,CO,2.814,5878387705005976832,218.83442414284,-61.01599910659,3054.50635000,1970.63220000,5255.22754000,2520.68628000,2015.25989000,3361.28125000,10033
1.374769,J1435-6100,clm+01,J1435-6100,14:35:20.2765,-61:00:57.956,ELL1,CO,2.814,5878387705005976576,218.83369971839,-61.01612862608,2165.77979000,1398.96521000,3174.06860000,,,,10099
2.629558,J1435-6100,clm+01,J1435-6100,14:35:20.2765,-61:00:57.956,ELL1,CO,2.814,5878387705005976704,218.83298282409,-61.01615720272,3040.43628000,1973.13037000,4568.21045000,2519.75464000,1874.88599000,3657.72192000,10033
3.890241,J1435-6100,clm+01,J1435-6100,14:35:20.2765,-61:00:57.956,ELL1,CO,2.814,5878387705035805056,218.83353900494,-61.01512040677,4214.65430000,1933.90173000,5941.67139000,3894.07568000,3258.97656000,4841.55957000,11033
4.313676,J1439-5501,fsk+04,J1439-5501,14:39:39.7420,-55:01:23.621,ELL1,CO,0.654,5894137796757536000,219.91664356392,-55.02219259619,6804.35059000,4831.03857000,9254.21875000,5649.74219000,4704.16455000,7089.04346000,10033
3.967740,J1502-6752,kjb+12,J1502-6752,15:02:18.615,-67:52:16.759,ELL1,UL,7.73,5800306363502715008,225.57499458757,-67.87079370157,3456.49097000,2254.87769000,5269.41211000,6230.80566000,5186.79150000,7128.14697000,10033
4.989953,J1502-6752,kjb+12,J1502-6752,15:02:18.615,-67:52:16.759,ELL1,UL,7.73,5800306329131783040,225.57510083033,-67.87235221394,4808.20410000,3357.12939000,6428.53076000,5498.63184000,4463.29590000,6644.65234000,10033
2.230374,J1514-4946,kcj+12,J1514-4946,15:14:19.1141,-49:46:15.516,ELL1,He,0.909,5902197045194695040,228.57888818487,-49.77059356679,2793.00342000,1457.58838000,4660.92578000,3393.46338000,2649.36987000,7575.03955000,10133
2.901116,J1514-4946,kcj+12,J1514-4946,15:14:19.1141,-49:46:15.516,ELL1,He,0.909,5902197045194692096,228.58032453169,-49.77165131975,6881.75732000,4017.26636000,9756.18262000,10622.65430000,8891.35449000,12830.61520000,10033
3.222846,J1514-4946,kcj+12,J1514-4946,15:14:19.1141,-49:46:15.516,ELL1,He,0.909,5902197040884490112,228.58097092456,-49.77123142108,5755.28564000,3840.49707000,8722.14355000,3362.83252000,2592.26099000,4716.88135000,10033
4.390620,J1514-4946,kcj+12,J1514-4946,15:14:19.1141,-49:46:15.516,ELL1,He,0.909,5902197801108940800,228.57858581269,-49.76996568877,4745.57227000,2832.48291000,7714.52783000,4640.24268000,3922.46387000,5678.98242000,10033
2.149684,B1516+02B,wakp89,J1518+0204B,15:18:31.458,+02:05:15.47,BT,He,8.5,4421572971857936256,229.63165329801,2.08748027316,1700.00867000,1437.52246000,1999.50073000,2489.08618000,2021.38098000,2950.93799000,10021
2.332116,B1516+02B,wakp89,J1518+0204B,15:18:31.458,+02:05:15.47,BT,He,8.5,4421572971858346624,229.63062043162,2.08716871197,3133.69043000,1949.69604000,5862.62695000,,,,10099
3.040233,B1516+02B,wakp89,J1518+0204B,15:18:31.458,+02:05:15.47,BT,He,8.5,4421572971858346752,229.63057879301,2.08694696128,5375.07910000,3495.32178000,6840.42969000,,,,10099
3.618160,B1516+02B,wakp89,J1518+0204B,15:18:31.458,+02:05:15.47,BT,He,8.5,4421572971862315008,229.63198752611,2.08720804513,12112.08110000,10347.93070000,14221.61520000,,,,10099
3.682199,B1516+02B,wakp89,J1518+0204B,15:18:31.458,+02:05:15.47,BT,He,8.5,4421572971857935616,229.63052411087,2.08849259465,427.02984600,374.55618300,497.56329300,5840.51709000,3754.49634000,7434.97168000,10021
3.953509,B1516+02B,wakp89,J1518+0204B,15:18:31.458,+02:05:15.47,BT,He,8.5,4421572971858018176,229.63132070202,2.08870095127,5410.32178000,3503.36401000,7121.93115000,4096.32227000,1687.96326000,5538.20947000,10133
4.067437,B1516+02B,wakp89,J1518+0204B,15:18:31.458,+02:05:15.47,BT,He,8.5,4421572971858346496,229.63013230518,2.08700681508,6157.43164000,4448.91309000,8283.64746000,4227.38379000,3440.42749000,4935.70557000,10033
4.491504,B1516+02B,wakp89,J1518+0204B,15:18:31.458,+02:05:15.47,BT,He,8.5,4421572971858347264,229.63108687855,2.08638297198,4134.10156000,2807.63257000,6079.08936000,2862.41870000,2217.12842000,3707.73560000,10033
0.914386,J1518+0204C,hrs+07,J1518+0204C,15:18:32.788893,+02:04:47.8153,ELL1,He(?),8.0,4421572903142761472,229.63636818200,2.07991722632,611.59320100,530.03576700,703.32489000,761.74939000,665.61602800,851.54138200,10033
1.079941,J1518+0204C,hrs+07,J1518+0204C,15:18:32.788893,+02:04:47.8153,ELL1,He(?),8.0,4421572903142761344,229.63658621112,2.08024672744,3657.69604000,2995.41504000,4822.83740000,3225.01025000,2761.09399000,3520.00073000,10033
2.518081,J1518+0204C,hrs+07,J1518+0204C,15:18:32.788893,+02:04:47.8153,ELL1,He(?),8.0,4421572903142763904,229.63686606456,2.08060365736,4377.11572000,2642.77075000,6901.63916000,2654.46460000,2165.55933000,4243.85059000,10121
3.084191,J1518+0204C,hrs+07,J1518+0204C,15:18:32.788893,+02:04:47.8153,ELL1,He(?),8.0,4421572903142750336,229.63607377941,2.07928870814,4319.24121000,2930.51318000,6429.53418000,,,,10099
4.158208,J1518+0204C,hrs+07,J1518+0204C,15:18:32.788893,+02:04:47.8153,ELL1,He(?),8.0,4421572903142715520,229.63588937118,2.08084338855,12612.94530000,8502.81641000,27438.25980000,,,,11099
4.471719,J1518+0204C,hrs+07,J1518+0204C,15:18:32.788893,+02:04:47.8153,ELL1,He(?),8.0,4421572903142762240,229.63653564838,2.07870944023,1872.27625000,1545.20264000,2317.05444000,1830.53699000,1531.46753000,2383.33325000,10033
4.823806,J1518+0204C,hrs+07,J1518+0204C,15:18:32.788893,+02:04:47.8153,ELL1,He(?),8.0,4421572903142743680,229.63781689561,2.07934395535,268.78131100,253.39718600,287.16970800,266.82879600,251.91998300,281.55722000,10033
4.865983,J1518+0204C,hrs+07,J1518+0204C,15:18:32.788893,+02:04:47.8153,ELL1,He(?),8.0,4421572903142784896,229.63763218789,2.08084568895,4879.25391000,3758.46436000,6113.54199000,3790.03418000,2874.41846000,5145.46094000,10033
1.706778,J1518+0204D,hrs+07,J1518+0204D,15:18:34,+02:04:58,BT,He,8.0,4421572903142725248,229.64147520046,2.08321155717,21788.08400000,9847.40332000,29712.27540000,7465.76074000,6632.71582000,9172.24414000,10033
2.642330,J1518+0204D,hrs+07,J1518+0204D,15:18:34,+02:04:58,BT,He,8.0,4421572903142724992,229.64097481314,2.08253140768,2248.35327000,1941.28882000,2666.73682000,2470.70898000,1924.09680000,2845.93433000,10021
2.760728,J1518+0204D,hrs+07,J1518+0204D,15:18:34,+02:04:58,BT,He,8.0,4421572903142743168,229.64217836217,2.08334926859,23473.95310000,10713.70410000,35170.67580000,9735.04688000,5116.51904000,13359.66800000,11133
2.908265,J1518+0204D,hrs+07,J1518+0204D,15:18:34,+02:04:58,BT,He,8.0,4421572903138568320,229.64154053499,2.08197982054,4300.85059000,2864.28247000,6666.75635000,2763.24438000,2072.24341000,3624.27637000,10033
3.131857,J1518+0204D,hrs+07,J1518+0204D,15:18:34,+02:04:58,BT,He,8.0,4421572903142767488,229.64110911242,2.08344589071,5512.40186000,2736.86646000,9663.73730000,,,,10099
3.627209,J1518+0204D,hrs+07,J1518+0204D,15:18:34,+02:04:58,BT,He,8.0,4421572903138566144,229.64140136648,2.08374982821,447.59597800,337.37393200,691.66217000,925.95843500,803.68377700,1152.82043000,10033
4.073702,J1518+0204D,hrs+07,J1518+0204D,15:18:34,+02:04:58,BT,He,8.0,4421572903142752768,229.64053654241,2.08270715135,1542.90637000,1197.10852000,2055.62280000,2947.15039000,2687.29614000,3207.13916000,10012
4.097237,J1518+0204D,hrs+07,J1518+0204D,15:18:34,+02:04:58,BT,He,8.0,4421572903142728960,229.64274209125,2.08240319831,1417.98608000,833.75238000,2913.06519000,2515.83667000,1826.80127000,3478.91016000,10021
1.706778,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,4421572903142725248,229.64147520046,2.08321155717,21788.08400000,9847.40332000,29712.27540000,7465.76074000,6632.71582000,9172.24414000,10033
2.642330,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,4421572903142724992,229.64097481314,2.08253140768,2248.35327000,1941.28882000,2666.73682000,2470.70898000,1924.09680000,2845.93433000,10021
2.760728,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,4421572903142743168,229.64217836217,2.08334926859,23473.95310000,10713.70410000,35170.67580000,9735.04688000,5116.51904000,13359.66800000,11133
2.908265,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,4421572903138568320,229.64154053499,2.08197982054,4300.85059000,2864.28247000,6666.75635000,2763.24438000,2072.24341000,3624.27637000,10033
3.131857,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,4421572903142767488,229.64110911242,2.08344589071,5512.40186000,2736.86646000,9663.73730000,,,,10099
3.627209,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,4421572903138566144,229.64140136648,2.08374982821,447.59597800,337.37393200,691.66217000,925.95843500,803.68377700,1152.82043000,10033
4.073702,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,4421572903142752768,229.64053654241,2.08270715135,1542.90637000,1197.10852000,2055.62280000,2947.15039000,2687.29614000,3207.13916000,10012
4.097237,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,4421572903142728960,229.64274209125,2.08240319831,1417.98608000,833.75238000,2913.06519000,2515.83667000,1826.80127000,3478.91016000,10021
3.829622,J1518+4904,nst96,J1518+4904,15:18:16.799084,+49:04:34.25119,DD,NS,0.964,1588604086625563648,229.56837333581,49.07622028790,2606.87183000,1709.75549000,8260.16602000,3586.40088000,2934.69238000,4261.05957000,10033
2.001571,J1525-5545,nbb+14,J1525-5545,15:25:28.1340,-55:45:49.842,ELL1,CO,3.139,5883769122922896768,231.36651897229,-55.76345596812,4357.19824000,2797.80664000,7116.04932000,3601.20190000,2477.24927000,5733.02295000,10033
0.615223,J1543-5149,kjb+12,J1543-5149,15:43:44.1498,-51:49:54.685,ELL1,He,1.148,5886130706451776256,235.93422115464,-51.83190850759,4560.53076000,3288.00220000,6314.82178000,3647.10840000,2683.79004000,5384.24072000,10033
1.630356,J1543-5149,kjb+12,J1543-5149,15:43:44.1498,-51:49:54.685,ELL1,He,1.148,5886130706408287232,235.93423250334,-51.83143716347,4948.40479000,2815.23901000,7505.56250000,,,,10099
3.052867,J1545-4550,bbb+13,J1545-4550,15:45:55.94596,-45:50:37.5272,BT,He,2.247,5987957509065489408,236.48207543392,-45.84330859366,4521.67480000,2955.40308000,6049.93066000,5992.04785000,4774.78809000,8348.85254000,10033
1.326730,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830861079168,236.51390173441,-37.78627843764,10756.33500000,8216.24707000,14149.00490000,6924.41895000,6344.16016000,7495.89404000,10033
1.409827,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830861024768,236.51408689798,-37.78579913307,10519.15230000,7731.09570000,13331.05470000,8937.26855000,7393.02100000,9955.92285000,10033
1.880495,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556826556809216,236.51468691334,-37.78658022335,11819.86330000,9593.28711000,14244.11720000,,,,10099
2.358689,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830849824000,236.51424702035,-37.78679051965,152.51332100,137.58633400,171.08564800,,,,10099
3.203957,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830861049600,236.51321371816,-37.78604326431,6772.00000000,5163.51514000,8781.61035000,,,,10099
3.668666,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830860996736,236.51378945874,-37.78521489814,980.21295200,877.56811500,1119.28772000,1206.37219000,1073.99207000,1343.57996000,10033
3.834579,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830864688896,236.51477794642,-37.78513335478,3474.58594000,1925.37451000,6150.42139000,,,,10099
4.129546,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830861033088,236.51577229084,-37.78628915323,6779.55322000,4627.19287000,11607.57230000,,,,10099
4.418860,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830861100416,236.51402537740,-37.78734198018,990.03247100,762.37408400,1410.87036000,2039.28149000,1608.48975000,2757.48560000,10033
4.581444,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830861258240,236.51553861637,-37.78698283776,15861.60060000,12741.94920000,19046.68750000,15161.71880000,12707.70120000,17861.77540000,10033
4.593833,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,6009556830861140096,236.51551974970,-37.78527333519,12825.93850000,10082.46090000,16456.54300000,,,,10099
1.752039,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,5882470397896039040,236.85068765998,-57.15535863473,7376.64648000,3968.64575000,11173.52830000,4977.43164000,3181.69043000,8623.19531000,10033
2.828079,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,5882470397897809408,236.85190204390,-57.15511561609,6258.83301000,3153.74414000,9696.88379000,6577.90674000,4235.73730000,9278.43066000,10033
3.788344,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,5882470393572950912,236.85012669535,-57.15385005811,9717.21191000,6432.82861000,15915.90530000,5935.96631000,5064.67041000,10420.12600000,10033
3.945376,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,5882470397896047232,236.84852329649,-57.15504875332,5356.30273000,2590.77954000,8988.23047000,5557.01172000,3744.85376000,10122.17770000,10033
4.977887,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,5882470393539400704,236.85258832943,-57.15407211859,8010.43213000,5632.03418000,12891.12600000,5837.42578000,4852.08691000,9264.84277000,10033
4.866211,J1603-7202,llb+96,J1603-7202,16:03:35.67751,-72:02:32.72985,ELL1,CO(?),0.53,5806675288888085248,240.89605698961,-72.04351351716,4866.44580000,2547.43652000,8525.89160000,5247.74121000,4497.03564000,6078.34570000,10033
4.589416,J1614-2230,crh+06a,J1614-2230,16:14:36.507341,-22:30:31.2707,ELL1H,CO,0.7,6242617252573217408,243.65197547004,-22.50995471096,3149.80835000,2688.80835000,3913.68799000,3132.60620000,2767.67480000,3636.59839000,10033
0.066700,J1622-0315,san16,J1622-0315,16:22:59.6285,-03:15:37.328,BT,MS,1.141,4358428942492430336,245.74844490992,-3.26035180140,5843.37793000,1664.09692000,7766.29248000,6020.79199000,4902.19531000,9259.70801000,11033
2.847948,J1622-6617,kjb+12,J1622-6617,16:22:03.6681,-66:17:16.978,ELL1,He(?),4.047,5821705715927855744,245.51395108318,-66.28863136670,4430.28223000,2426.70386000,7918.76709000,13852.38280000,11741.84470000,16527.91990000,20033
4.782665,J1622-6617,kjb+12,J1622-6617,16:22:03.6681,-66:17:16.978,ELL1,He(?),4.047,5821705715936597504,245.51198262663,-66.28799772346,1347.50647000,1296.05139000,1405.04956000,1313.99182000,1270.95056000,1373.81580000,10033
1.696397,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,6045465849821693824,245.90890553103,-26.53125194953,8754.89648000,6623.76123000,11328.00100000,7843.50439000,7173.88574000,8608.44727000,10033
2.637540,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,6045465849831947392,245.90997684200,-26.53125239896,2406.92773000,1849.57422000,3533.08252000,2114.20874000,1745.30200000,2698.74976000,10033
3.477557,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,6045465849821696896,245.90818727969,-26.53173017866,770.38110400,706.66656500,855.53118900,809.47058100,726.77356000,927.17388900,10033
4.603644,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,6045465849831951232,245.90919816046,-26.53032481267,1898.14197000,1833.67627000,1971.63208000,1904.30359000,1831.85571000,1972.72241000,10033
4.667666,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,6045465849831953152,245.90833414460,-26.53060318453,1252.90771000,1150.57471000,1394.80688000,1277.27234000,1174.78430000,1428.37769000,10033
0.124738,J1628-3205,rap+12,J1628-3205,16:28:07.00,-32:05:48.9,BT,MS,1.225,6025344817107454464,247.02917618609,-32.09695036451,4460.45020000,1917.82263000,8097.68115000,2299.40503000,2035.76587000,2510.45996000,10033
1.102337,J1638-4725,lfl+06,J1638-4725,16:38:12.94,-47:25:32,MSS,MS,4.742,5941091169529890432,249.55372127308,-47.42583175549,5191.03027000,3199.97705000,7230.63525000,4292.07324000,3312.76001000,5982.14111000,10033
1.502884,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,1328057905737042304,250.42134639746,36.46021448353,2918.88354000,1987.18945000,4250.54785000,,,,10099
1.912448,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,1328057905729818752,250.42082094158,36.45974663563,6411.63477000,4673.62451000,9650.94922000,4887.58203000,3681.11255000,5473.91992000,10133
2.239752,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,1328057905729819264,250.42157891855,36.46011196952,4455.21143000,3273.88062000,6118.31641000,,,,10099
2.358128,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,1328057905737041536,250.42154604447,36.46059479775,4086.37524000,2653.10669000,7056.06494000,2584.38477000,2119.10278000,4007.25342000,10033
3.241799,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,1328057905737087104,250.41971415910,36.46025153993,3607.50659000,2717.66187000,4889.15332000,2702.12598000,2260.01562000,3250.89551000,10033
3.798063,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,1328057905737049472,250.42130090333,36.45929205721,2421.61401000,1837.90588000,3235.78198000,1865.03577000,1573.28430000,2251.02661000,10013
4.805787,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,1328057905729816064,250.42194481433,36.46126922478,1739.21631000,1495.02490000,2066.87451000,1755.21130000,1244.48120000,2246.39355000,10033
1.502884,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,1328057905737042304,250.42134639746,36.46021448353,2918.88354000,1987.18945000,4250.54785000,,,,10099
1.912448,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,1328057905729818752,250.42082094158,36.45974663563,6411.63477000,4673.62451000,9650.94922000,4887.58203000,3681.11255000,5473.91992000,10133
2.239752,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,1328057905729819264,250.42157891855,36.46011196952,4455.21143000,3273.88062000,6118.31641000,,,,10099
2.358128,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,1328057905737041536,250.42154604447,36.46059479775,4086.37524000,2653.10669000,7056.06494000,2584.38477000,2119.10278000,4007.25342000,10033
3.241799,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,1328057905737087104,250.41971415910,36.46025153993,3607.50659000,2717.66187000,4889.15332000,2702.12598000,2260.01562000,3250.89551000,10033
3.798063,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,1328057905737049472,250.42130090333,36.45929205721,2421.61401000,1837.90588000,3235.78198000,1865.03577000,1573.28430000,2251.02661000,10013
4.805787,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,1328057905729816064,250.42194481433,36.46126922478,1739.21631000,1495.02490000,2066.87451000,1755.21130000,1244.48120000,2246.39355000,10033
1.502884,J1641+3627E,hrs+07,J1641+3627E,16:41:41,+36:27:37,BT,UL,6.5,1328057905737042304,250.42134639746,36.46021448353,2918.88354000,1987.18945000,4250.54785000,,,,10099
1.912448,J1641+3627E,hrs+07,J1641+3627E,16:41:41,+36:27:37,BT,UL,6.5,1328057905729818752,250.42082094158,36.45974663563,6411.63477000,4673.62451000,9650.94922000,4887.58203000,3681.11255000,5473.91992000,10133
