angDist,Name,ref,JName,RA,DEC,Binary Type,Companion,Dist (Kpc),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
4.542455,J0024-7204P,clf+00,J0024-7204P,00:24:20,-72:04:10,BT,UL,4.69,6.08452858284,-72.07065139338,0.0073690,0.0043423,167.63,4689639301205445760,6.08459956140,0.2737,-72.07066753355,0.3490,0.3580,0.3997,0.8956,6.112,4.916,0.276,-3.632,0.454,88,23.0691,904.97,1.614,4.710e+01,95,1.4496,0.0928,10,3.259,0,3.87731e+03,2.81791e+01,16.716042,7.34403e+03,3.57838e+02,15.673707,9.38129e+03,14.817239,4.314,0.856468,,,0,,,,,,,0.008358,0.052976,0.046804,16.719818,0.008384,3.86385e+03,3.109,4.5257,7.2578,-0.2258
4.680994,J0024-7204P,clf+00,J0024-7204P,00:24:20,-72:04:10,BT,UL,4.69,6.07985225666,-72.07018080459,0.0010028,0.0007255,73.27,4689639301203672320,6.07992978308,0.0421,-72.07019505394,0.0330,0.1728,0.0456,3.7880,6.254,5.370,0.062,-3.206,0.047,106,6.1832,222.11,0.146,4.525e+00,95,1.5115,0.0135,10,1.464,0,3.24049e+04,8.63603e+01,14.410842,2.74867e+04,5.61480e+03,14.240735,4.69614e+04,13.068543,2.297,1.172192,,,0,,,,,,,0.003996,0.221804,0.191215,14.412440,0.003999,3.23572e+04,1.064,0.9828,0.7524,0.1787
4.995169,J0024-7204P,clf+00,J0024-7204P,00:24:20,-72:04:10,BT,UL,4.69,6.08723088891,-72.06874771540,0.0010779,0.0004006,49.39,4689639301196552064,6.08723088891,0.8588,-72.06874771540,0.7647,,,,,,,,,45,13.9047,335.03,1.459,3.044e+01,3,,,6,,0,4.21016e+03,9.33521e+01,16.626620,9.69835e+03,9.01351e+00,15.371798,1.45671e+04,14.339462,5.764,1.032335,,,0,,,,,,,0.024231,0.002967,0.016250,16.626620,0.024231,4.21016e+03,4.544,0.8588,0.7647,0.7535
0.728487,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.06927454997,-72.07355200882,0.0367878,0.0092815,43.98,4689639301194992768,6.06927454997,26.4056,-72.07355200882,27.2439,,,,,,,,,51,218.6120,195199.38,54.712,2.035e+04,3,,,6,,0,2.99296e+03,1.24709e+02,16.997114,,,,2.17903e+04,13.902236,,,,,0,,,,,,,0.045324,,0.098998,16.997114,0.045324,2.99296e+03,,26.4056,27.2439,0.8802
2.587513,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.06921795657,-72.07435846404,0.0027804,0.0019855,0.97,4689639301203677952,6.06932416127,0.1390,-72.07437405755,0.1386,0.5908,0.1750,3.3763,8.149,7.355,0.120,-3.509,0.172,95,36.4331,4589.31,0.797,3.406e+02,95,1.4032,0.0377,10,4.731,0,1.46614e+05,3.01716e+02,12.771926,9.29261e+04,8.21218e+02,12.918199,1.56602e+05,11.760901,1.702,1.157298,,,0,,,,,,,0.003547,0.009992,0.007545,12.771926,0.003547,1.46614e+05,0.470,1.9857,2.7802,0.0116
2.719856,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.07088570042,-72.07400779859,0.0076020,0.0001191,20.94,4689639301194992640,6.07088570042,2.7193,-72.07400779859,7.1000,,,,,,,,,37,1.0333,40.22,0.148,9.757e-01,3,,,4,,0,1.31432e+04,2.23270e+02,15.390611,,,,,,,,,,0,,,,,,,0.018649,,,15.390611,0.018649,1.31432e+04,,2.7193,7.1000,0.9989
3.058401,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.06608852902,-72.07339285368,0.0409448,0.0006337,107.47,4689639301194991744,6.06608852902,39.0566,-72.07339285368,12.3071,,,,,,,,,40,27.1981,1105.30,2.939,1.179e+02,3,,,4,,0,4.76782e+03,1.94813e+02,16.491568,,,,,,,,,,0,,,,,,,0.044449,,,16.491568,0.044449,4.76782e+03,,39.0566,12.3071,-0.9985
3.405835,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.06721539295,-72.07283045399,0.0089708,0.0080548,44.04,4689639301194993664,6.06721539295,8.5098,-72.07283045399,8.5403,,,,,,,,,103,432.2707,985154.06,56.543,4.746e+04,3,,,11,,1,4.10790e+03,1.33120e+02,16.653316,1.76854e+04,1.29022e+03,14.719505,2.21859e+04,13.882701,9.706,0.836804,,,0,,,,,,,0.035292,0.079258,0.058650,16.653316,0.035292,4.10790e+03,8.503,8.5098,8.5403,0.1072
3.528410,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.06793078378,-72.07460693348,0.0008863,0.0007118,79.34,4689639301208574080,6.06793078378,0.8809,-72.07460693348,0.7184,,,,,,,,,37,8.6884,162.00,2.346,1.646e+01,3,,,5,,0,3.45670e+03,3.47433e+02,16.840712,,,,,,,,,,0,,,,,,,0.109162,,,16.840712,0.109162,3.45670e+03,,0.8809,0.7184,0.0802
4.263637,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.07150439921,-72.07447166024,0.0022093,0.0015592,88.95,4689639301195008512,6.07154259427,0.0783,-72.07448551895,0.0788,0.3262,0.0926,3.5235,4.089,2.645,0.138,-3.118,0.098,97,23.0895,1082.42,0.455,5.961e+01,95,1.4503,0.0247,10,3.127,0,5.27331e+04,1.81704e+02,13.882158,4.82177e+04,4.28447e+02,13.630525,7.71556e+04,12.529476,2.378,1.101049,,,0,,,,,,,0.004646,0.010043,0.199863,13.884033,0.004651,5.26422e+04,1.151,2.2092,1.5595,0.0130
4.331428,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.07185068167,-72.07293959192,0.0010045,0.0008211,79.77,4689639301203679488,6.07185068167,0.9993,-72.07293959192,0.8275,,,,,,,,,98,195.7300,109682.08,5.283,7.455e+03,3,,,10,,0,6.45662e+04,3.63083e+02,13.662354,4.49075e+04,3.68901e+02,13.707746,6.77500e+04,12.670622,1.745,1.037124,,,0,,,,,,,0.006698,0.009345,0.006169,13.662354,0.006698,6.45662e+04,0.525,0.9993,0.8275,0.0708
4.549336,J0024-7204Q,clf+00,J0024-7204Q,00:24:16.4909,-72:04:25.1644,ELL1,He,4.69,6.06599088602,-72.07271052626,0.0097454,0.0074761,5.72,4689639296909663232,6.06604068119,0.3701,-72.07273320725,0.5554,-1.4336,0.5813,-2.4660,6.159,3.449,0.464,-5.103,0.614,72,17.7189,1329.66,2.193,7.969e+01,95,1.9379,0.1364,9,2.881,0,4.60843e+03,6.19871e+01,16.528484,1.71635e+04,9.19883e+01,14.752029,2.32117e+04,13.833629,8.761,0.918401,,,0,,,,,,,0.014862,0.006453,0.028623,16.532147,0.014910,4.59291e+03,7.552,7.5020,9.7255,0.0531
2.400704,J0024-7204R,clf+00,J0024-7204R,00:24:07.5851,-72:04:50.3954,ELL1,UL,4.69,6.02947111849,-72.08078295263,0.0026029,0.0011096,92.16,4689639266845827200,6.02947111849,2.6014,-72.08078295263,1.1131,,,,,,,,,46,119.5631,38552.66,3.676,3.622e+03,3,,,5,,0,1.22049e+05,9.00446e+02,12.971035,1.62360e+05,9.57186e+03,12.312343,2.68415e+05,11.175878,3.530,1.136465,,,0,,,,,,,0.008471,0.064070,0.058285,12.971035,0.008471,1.22049e+05,2.300,2.6014,1.1131,-0.0722
3.475805,J0024-7204R,clf+00,J0024-7204R,00:24:07.5851,-72:04:50.3954,ELL1,UL,4.69,6.02865007981,-72.08034006780,0.0001092,0.0000440,31.40,4689639266835359744,6.02865007981,0.0682,-72.08034006780,0.0960,,,,,,,,,58,8.2304,189.36,0.189,1.234e+01,3,,,6,,0,1.38731e+05,3.53673e+02,12.831930,1.47213e+05,5.72591e+03,12.418677,2.38784e+05,11.302882,2.782,1.115795,,,0,,,,,,,0.003906,0.042322,0.020290,12.831930,0.003906,1.38731e+05,1.554,0.0682,0.0960,0.6787
3.479538,J0024-7204R,clf+00,J0024-7204R,00:24:07.5851,-72:04:50.3954,ELL1,UL,4.69,6.03473628909,-72.08074128183,0.0017096,0.0012448,179.83,4689639266844729088,6.03480432775,0.0680,-72.08075423941,0.0837,0.4380,0.0805,5.4420,5.539,4.710,0.077,-2.915,0.109,247,35.2286,12038.44,0.712,5.053e+02,95,1.3305,0.0180,19,2.976,0,6.14015e+05,1.11967e+03,11.216920,3.05347e+05,2.88101e+03,11.626557,7.76641e+05,10.022345,1.762,1.604213,,,0,,,,,,,0.003393,0.010617,0.005431,11.216920,0.003393,6.14015e+05,0.479,1.2448,1.7096,-0.0019
4.295610,J0024-7204R,clf+00,J0024-7204R,00:24:07.5851,-72:04:50.3954,ELL1,UL,4.69,6.02999053569,-72.07958042196,0.0329543,0.0215123,36.90,4689639266844725888,6.02999053569,26.2195,-72.07958042196,29.3480,,,,,,,,,82,1416.0558,35248724.00,144.592,2.564e+06,3,,,9,,0,5.72205e+04,1.09505e+03,13.793488,1.22935e+05,3.98803e+03,12.614349,1.65329e+05,11.702021,5.038,0.912329,,,0,,,,,,,0.020960,0.035332,0.013927,13.793488,0.020960,5.72205e+04,3.829,26.2195,29.3480,0.3889
4.483716,J0024-7204R,clf+00,J0024-7204R,00:24:07.5851,-72:04:50.3954,ELL1,UL,4.69,6.03005368878,-72.08181583649,0.0015108,0.0006476,164.55,4689639266845709696,6.03012742091,0.0534,-72.08182771453,0.0669,0.4760,0.0525,9.0729,5.761,5.104,0.046,-2.673,0.095,81,5.2867,346.18,0.196,2.143e+01,95,1.4197,0.0136,10,1.456,0,1.86006e+05,6.75061e+02,12.513547,1.49768e+05,4.46205e+03,12.399996,2.62810e+05,11.198789,2.218,1.201207,,,0,,,,,,,0.004808,0.032468,0.020303,12.513547,0.004808,1.86006e+05,0.981,0.7427,1.4663,-0.4393
1.756335,J0024-7204S,clf+00,J0024-7204S,00:24:03.9794,-72:04:42.3530,ELL1,He,4.69,6.01784986640,-72.07813894197,0.0002656,0.0001953,38.11,4689639473007346304,6.01784986640,0.2247,-72.07813894197,0.2412,,,,,,,,,60,43.9419,2992.05,0.820,2.800e+02,3,,,7,,0,1.75988e+05,2.06827e+03,12.573659,1.35061e+05,3.48466e+03,12.512218,2.30750e+05,11.340042,2.079,1.172175,,,0,,,,,,,0.013054,0.028151,0.007776,12.573659,0.013054,1.75988e+05,0.845,0.2247,0.2412,0.2900
2.419419,J0024-7204S,clf+00,J0024-7204S,00:24:03.9794,-72:04:42.3530,ELL1,He,4.69,6.01577876279,-72.07905649140,0.0033644,0.0026116,119.70,4689639473003162368,6.01588422177,0.1605,-72.07907637596,0.1357,-0.8473,0.1532,-5.5319,8.563,7.301,0.195,-4.474,0.177,190,48.0851,31669.78,1.254,1.507e+03,95,1.3182,0.0415,18,4.362,0,4.39189e+05,1.60920e+03,11.580738,2.54629e+05,2.55772e+03,11.823772,5.50529e+05,10.395946,1.833,1.427827,,,0,,,,,,,0.004839,0.011257,0.004641,11.580738,0.004839,4.39189e+05,0.572,3.1961,2.8152,-0.2152
3.459774,J0024-7204S,clf+00,J0024-7204S,00:24:03.9794,-72:04:42.3530,ELL1,He,4.69,6.01468415191,-72.07766786559,0.0003716,0.0002051,35.52,4689639473003815680,6.01468415191,0.2729,-72.07766786559,0.3251,,,,,,,,,63,53.7250,4681.45,0.885,2.697e+02,3,,,7,,0,1.51350e+05,1.40188e+03,12.737412,1.30843e+05,6.45912e+03,12.546668,2.32101e+05,11.333701,2.398,1.212967,,,0,,,,,,,0.010427,0.053670,0.053591,12.737412,0.010427,1.51350e+05,1.160,0.2729,0.3251,0.5117
3.914880,J0024-7204S,clf+00,J0024-7204S,00:24:03.9794,-72:04:42.3530,ELL1,He,4.69,6.02010764048,-72.07850080522,0.0010405,0.0002679,153.68,4689639473007357440,6.02010764048,0.5201,-72.07850080522,0.9402,,,,,,,,,51,48.8245,3888.38,1.212,3.970e+02,3,,,6,,0,9.11179e+04,1.14333e+03,13.288358,1.50073e+05,3.89920e+03,12.397786,1.97505e+05,11.508952,3.815,0.888834,,,0,,,,,,,0.013899,0.028347,0.075977,13.288358,0.013899,9.11179e+04,2.608,0.5201,0.9402,-0.8216
4.175695,J0024-7204S,clf+00,J0024-7204S,00:24:03.9794,-72:04:42.3530,ELL1,He,4.69,6.01281848806,-72.07850260316,0.0616362,0.0476118,37.56,4689639472995536768,6.01281848806,53.2559,-72.07850260316,56.8305,,,,,,,,,43,1641.4258,76954056.00,221.464,8.827e+06,3,,,6,,0,5.63736e+04,2.22635e+03,13.809677,9.38284e+04,4.67430e+03,12.907706,1.44938e+05,11.844938,4.235,1.062768,,,0,,,,,,,0.042967,0.054161,0.021210,13.809677,0.042967,5.63736e+04,3.013,53.2559,56.8305,0.2446
4.849169,J0024-7204S,clf+00,J0024-7204S,00:24:03.9794,-72:04:42.3530,ELL1,He,4.69,6.01924211092,-72.07950087647,0.0006391,0.0005475,42.11,4689639468699960576,6.01931864457,0.0303,-72.07951386013,0.0325,0.3363,0.0332,10.1205,6.051,5.299,0.036,-2.921,0.038,124,4.0636,663.34,0.188,2.937e+01,95,1.4167,0.0070,14,1.273,0,3.86050e+05,7.97581e+02,11.720759,2.14117e+05,2.63035e+03,12.011913,4.47867e+05,10.620023,1.715,1.391891,,,0,,,,,,,0.003553,0.013627,0.006371,11.720759,0.003553,3.86050e+05,0.457,0.5904,0.5996,0.1526
1.537361,J0024-7204T,clf+00,J0024-7204T,00:24:08.5491,-72:04:38.932,ELL1,He,4.69,6.03556461654,-72.07705442210,0.0001517,0.0000457,40.85,4689639473003135744,6.03556461654,0.1051,-72.07705442210,0.1186,,,,,,,,,57,10.0444,234.59,0.202,9.492e+00,3,,,6,,0,8.60808e+04,1.59421e+02,13.350101,,,,,,,,,,0,,,,,,,0.003411,,,13.350101,0.003411,8.60808e+04,,0.1051,0.1186,0.8310
1.949812,J0024-7204T,clf+00,J0024-7204T,00:24:08.5491,-72:04:38.932,ELL1,He,4.69,6.03686281582,-72.07786500358,0.0632456,0.0401360,93.38,4689639266845798144,6.03686281582,63.1801,-72.07786500358,40.2391,,,,,,,,,29,1050.1046,25496800.00,124.670,1.315e+06,3,,,5,,0,5.47847e+04,3.48988e+03,13.840719,1.29992e+05,1.34314e+04,12.553749,1.89685e+05,11.552813,5.835,1.000937,,,0,,,,,,,0.069218,0.112218,0.031342,13.840719,0.069218,5.47847e+04,4.618,63.1801,40.2391,-0.0553
2.522451,J0024-7204T,clf+00,J0024-7204T,00:24:08.5491,-72:04:38.932,ELL1,He,4.69,6.03669221041,-72.07686277842,0.0002269,0.0000637,177.79,4689639472993751296,6.03669221041,0.0642,-72.07686277842,0.2267,,,,,,,,,39,9.4874,185.51,0.280,1.348e+01,3,,,5,,0,7.03207e+04,1.09135e+03,13.569659,,,,,,,,,,0,,,,,,,0.017074,,,13.569659,0.017074,7.03207e+04,,0.0642,0.2267,-0.1252
3.060412,J0024-7204T,clf+00,J0024-7204T,00:24:08.5491,-72:04:38.932,ELL1,He,4.69,6.03513682003,-72.07664416983,0.0016372,0.0008514,48.89,4689639468699968384,6.03519950983,0.0568,-72.07665389158,0.0505,0.2493,0.0351,7.1081,4.861,4.341,0.087,-2.187,0.081,130,4.8724,915.02,0.212,4.058e+01,95,1.3723,0.0071,13,1.322,0,3.44159e+05,8.02413e+02,11.845468,1.90693e+05,5.14033e+03,12.137704,4.14839e+05,10.703198,1.759,1.434506,,,0,,,,,,,0.003742,0.029400,0.018277,11.845468,0.003742,3.44159e+05,0.497,1.3546,1.2531,0.5707
4.988527,J0024-7204T,clf+00,J0024-7204T,00:24:08.5491,-72:04:38.932,ELL1,He,4.69,6.03304397216,-72.07861741634,0.0006267,0.0000861,41.50,4689639266835395072,6.03304397216,0.4203,-72.07861741634,0.4728,,,,,,,,,44,5.9655,117.57,0.193,7.276e+00,3,,,5,,0,5.62592e+04,2.43122e+02,13.811883,,,,,,,,,,0,,,,,,,0.005441,,,13.811883,0.005441,5.62592e+04,,0.4203,0.4728,0.9624
0.438333,J0024-7204U,clf+00,J0024-7204U,00:24:09.8366,-72:03:59.6882,ELL1,He,4.69,6.04067831673,-72.06665660332,0.0002654,0.0002206,76.45,4689639472995311744,6.04067831673,0.2631,-72.06665660332,0.2233,,,,,,,,,37,3.6253,69.52,0.333,1.121e+00,3,,,5,,0,3.34466e+03,1.38804e+02,16.876486,,,,,,,,,,0,,,,,,,0.045142,,,16.876486,0.045142,3.34466e+03,,0.2631,0.2233,0.0844
1.751213,J0024-7204U,clf+00,J0024-7204U,00:24:09.8366,-72:03:59.6882,ELL1,He,4.69,6.03945726496,-72.06645715046,0.0000871,0.0000577,55.43,4689639472995311872,6.03945726496,0.0788,-72.06645715046,0.0685,,,,,,,,,59,4.5898,116.01,0.216,1.043e+01,3,,,8,,0,6.82913e+04,2.00849e+02,13.601454,4.09953e+04,5.98717e+02,13.806706,6.91808e+04,12.647931,1.613,1.158775,,,0,,,,,,,0.004218,0.016100,0.010608,13.601454,0.004218,6.82913e+04,0.381,0.0788,0.0685,0.3686
2.337167,J0024-7204U,clf+00,J0024-7204U,00:24:09.8366,-72:03:59.6882,ELL1,He,4.69,6.03983787561,-72.06712461086,0.0019695,0.0011338,2.83,4689639473004140416,6.03990935694,0.0519,-72.06713575120,0.0539,0.1295,0.0780,1.6615,5.550,4.952,0.072,-2.507,0.124,101,4.0877,175.64,0.231,6.564e+00,95,1.4612,0.0119,12,1.307,0,2.00808e+04,1.64559e+02,14.930412,2.14474e+04,9.65798e+02,14.510104,3.21006e+04,13.481613,2.667,1.028491,,,0,,,,,,,0.009314,0.048971,0.046906,14.932474,0.009330,2.00427e+04,1.447,1.1366,1.9679,0.0572
2.535545,J0024-7204U,clf+00,J0024-7204U,00:24:09.8366,-72:03:59.6882,ELL1,He,4.69,6.04326001667,-72.06650445503,0.0043601,0.0026345,152.32,4689639507355039360,6.04333049747,0.1332,-72.06650473030,0.1207,1.1513,0.1314,8.7633,4.883,4.883,0.189,-0.062,0.256,112,37.4679,2510.78,0.760,1.311e+02,95,1.4465,0.0262,11,4.470,0,3.71956e+04,1.29950e+02,14.261139,2.88078e+04,6.99737e+02,14.189769,4.27282e+04,13.171108,1.923,1.018661,,,0,,,,,,,0.004688,0.026520,0.007175,14.263219,0.004694,3.71244e+04,0.705,3.0896,4.0504,-0.3968
2.946557,J0024-7204U,clf+00,J0024-7204U,00:24:09.8366,-72:03:59.6882,ELL1,He,4.69,6.04287223500,-72.06715672910,0.0027083,0.0007556,143.87,4689639472995300864,6.04287223500,1.7095,-72.06715672910,2.2323,,,,,,,,,64,75.7259,10605.56,5.303,9.696e+02,3,,,7,,0,8.41997e+03,2.23069e+02,15.874091,2.07702e+04,1.53320e+03,14.544939,2.45337e+04,13.773487,5.381,0.771452,,,0,,,,,,,0.028896,0.080194,0.041772,15.874091,0.028896,8.41997e+03,4.183,1.7095,2.2323,-0.8441
3.383253,J0024-7204U,clf+00,J0024-7204U,00:24:09.8366,-72:03:59.6882,ELL1,He,4.69,6.03880469505,-72.06592267402,0.0117675,0.0077883,9.64,4689639472995299072,6.03888105093,0.3159,-72.06592636092,0.3795,0.1513,0.3931,0.3848,5.355,5.290,0.487,-0.830,0.729,88,40.7412,5058.48,1.841,2.999e+02,95,1.3276,0.0794,10,5.506,0,1.69305e+04,3.51997e+02,15.115694,2.28204e+04,1.84181e+03,14.442734,3.40056e+04,13.419019,3.356,1.023715,,,0,,,,,,,0.022741,0.087673,0.077639,15.117765,0.022784,1.68982e+04,2.137,7.9270,11.6745,0.1388
4.882652,J0024-7204U,clf+00,J0024-7204U,00:24:09.8366,-72:03:59.6882,ELL1,He,4.69,6.04375877766,-72.06552626458,0.0046205,0.0019028,138.87,4689639507355023488,6.04380419684,0.1516,-72.06553933835,0.1227,0.5319,0.1156,4.6000,4.308,3.147,0.203,-2.942,0.227,98,36.5033,2114.24,0.632,1.331e+02,95,1.4857,0.0242,15,4.664,0,6.09452e+04,8.38703e+01,13.725018,3.91409e+04,5.07368e+02,13.856964,6.55494e+04,12.706473,1.718,1.150491,,,0,,,,,,,0.003134,0.014348,0.010436,13.726710,0.003135,6.08504e+04,0.486,3.3604,3.6983,-0.7068
0.550493,J0024-7204V,clf+00,J0024-7204V,00:24:05.67,-72:04:52.62,BTX,*,4.69,6.02312874336,-72.08127489998,0.0002195,0.0002035,141.06,4689639266848574080,6.02312874336,0.2099,-72.08127489998,0.2133,,,,,,,,,67,58.8780,5730.55,0.894,3.183e+02,3,,,7,,0,1.04710e+05,9.29584e+02,13.137397,1.73787e+05,2.40357e+03,12.238500,2.63634e+05,11.195391,4.177,1.043109,,,0,,,,,,,0.010025,0.015273,0.044295,13.137397,0.010025,1.04710e+05,2.957,0.2099,0.2133,-0.0738
3.127913,J0024-7204V,clf+00,J0024-7204V,00:24:05.67,-72:04:52.62,BTX,*,4.69,6.02128512273,-72.08176982871,0.0011075,0.0006279,174.15,4689639266844741376,6.02136691235,0.0361,-72.08178209766,0.0382,0.2545,0.0490,5.1936,6.299,5.662,0.039,-2.761,0.070,188,7.5934,1183.87,0.247,4.645e+01,95,1.4139,0.0083,16,1.421,0,5.10400e+05,1.11999e+03,11.417591,2.61019e+05,5.89722e+03,11.796860,5.91638e+05,10.317756,1.671,1.479104,,,0,,,,,,,0.003643,0.024688,0.007975,11.417591,0.003643,5.10400e+05,0.403,0.6347,1.1036,-0.1206
3.237679,J0024-7204V,clf+00,J0024-7204V,00:24:05.67,-72:04:52.62,BTX,*,4.69,6.02394670980,-72.08038944149,0.0010194,0.0000755,25.10,4689639266845495936,6.02394670980,0.4378,-72.08038944149,0.9237,,,,,,,,,44,13.4879,317.86,0.342,3.463e+01,3,,,5,,0,1.52258e+05,9.02188e+02,12.730917,1.70641e+05,2.43493e+03,12.258333,2.78508e+05,11.135800,2.950,1.122533,,,0,,,,,,,0.006999,0.015742,0.019992,12.730917,0.006999,1.52258e+05,1.721,0.4378,0.9237,0.9817
4.200005,J0024-7204V,clf+00,J0024-7204V,00:24:05.67,-72:04:52.62,BTX,*,4.69,6.02662448109,-72.08199713192,0.0672630,0.0003462,36.74,4689639266848627712,6.02662448109,40.2373,-72.08199713192,53.9018,,,,,,,,,27,23.5710,833.69,0.772,1.223e+02,3,,,4,,0,1.24068e+05,1.28158e+03,12.953218,1.70821e+05,9.22307e+03,12.257187,2.62334e+05,11.200761,3.491,1.056426,,,0,,,,,,,0.011549,0.058688,0.016160,12.953218,0.011549,1.24068e+05,2.269,40.2373,53.9018,0.9999
1.468335,J0024-7204W,clf+00,J0024-7204W,00:24:06.058,-72:04:49.088,BTX,MS,4.69,6.02394670980,-72.08038944149,0.0010194,0.0000755,25.10,4689639266845495936,6.02394670980,0.4378,-72.08038944149,0.9237,,,,,,,,,44,13.4879,317.86,0.342,3.463e+01,3,,,5,,0,1.52258e+05,9.02188e+02,12.730917,1.70641e+05,2.43493e+03,12.258333,2.78508e+05,11.135800,2.950,1.122533,,,0,,,,,,,0.006999,0.015742,0.019992,12.730917,0.006999,1.52258e+05,1.721,0.4378,0.9237,0.9817
3.777822,J0024-7204W,clf+00,J0024-7204W,00:24:06.058,-72:04:49.088,BTX,MS,4.69,6.02865007981,-72.08034006780,0.0001092,0.0000440,31.40,4689639266835359744,6.02865007981,0.0682,-72.08034006780,0.0960,,,,,,,,,58,8.2304,189.36,0.189,1.234e+01,3,,,6,,0,1.38731e+05,3.53673e+02,12.831930,1.47213e+05,5.72591e+03,12.418677,2.38784e+05,11.302882,2.782,1.115795,,,0,,,,,,,0.003906,0.042322,0.020290,12.831930,0.003906,1.38731e+05,1.554,0.0682,0.0960,0.6787
3.883097,J0024-7204W,clf+00,J0024-7204W,00:24:06.058,-72:04:49.088,BTX,MS,4.69,6.02622666117,-72.07926703856,0.0007585,0.0006447,176.77,4689639473003156224,6.02630135098,0.0362,-72.07927524167,0.0390,0.1759,0.0433,4.0610,5.491,5.171,0.040,-1.846,0.048,248,12.0854,3321.89,0.359,1.260e+02,95,1.3323,0.0094,23,1.595,0,6.60139e+05,1.54513e+03,11.138279,3.04240e+05,3.47681e+03,11.630501,8.31865e+05,9.947763,1.721,1.682738,,,0,,,,,,,0.003748,0.012717,0.007353,11.138279,0.003748,6.60139e+05,0.428,0.6451,0.7582,-0.0184
4.211732,J0024-7204W,clf+00,J0024-7204W,00:24:06.058,-72:04:49.088,BTX,MS,4.69,6.02312874336,-72.08127489998,0.0002195,0.0002035,141.06,4689639266848574080,6.02312874336,0.2099,-72.08127489998,0.2133,,,,,,,,,67,58.8780,5730.55,0.894,3.183e+02,3,,,7,,0,1.04710e+05,9.29584e+02,13.137397,1.73787e+05,2.40357e+03,12.238500,2.63634e+05,11.195391,4.177,1.043109,,,0,,,,,,,0.010025,0.015273,0.044295,13.137397,0.010025,1.04710e+05,2.957,0.2099,0.2133,-0.0738
4.973573,J0024-7204W,clf+00,J0024-7204W,00:24:06.058,-72:04:49.088,BTX,MS,4.69,6.02804060954,-72.07922195161,0.0603828,0.0001409,148.24,4689639473007045632,6.02804060954,31.7856,-72.07922195161,51.3399,,,,,,,,,29,16.6764,419.60,0.662,4.979e+01,3,,,5,,0,6.10528e+04,4.38643e+02,13.723104,,,,,,,,,,0,,,,,,,0.008273,,,13.723104,0.008273,6.10528e+04,,31.7856,51.3399,-1.0000
4.994183,J0024-7204W,clf+00,J0024-7204W,00:24:06.058,-72:04:49.088,BTX,MS,4.69,6.02947111849,-72.08078295263,0.0026029,0.0011096,92.16,4689639266845827200,6.02947111849,2.6014,-72.08078295263,1.1131,,,,,,,,,46,119.5631,38552.66,3.676,3.622e+03,3,,,5,,0,1.22049e+05,9.00446e+02,12.971035,1.62360e+05,9.57186e+03,12.312343,2.68415e+05,11.175878,3.530,1.136465,,,0,,,,,,,0.008471,0.064070,0.058285,12.971035,0.008471,1.22049e+05,2.300,2.6014,1.1131,-0.0722
1.326779,J0024-7204X,fre08,J0024-7204X,00:24:22.38565,-72:01:17.4414,ELL1,*,4.69,6.09440655815,-72.02139519724,0.0095433,0.0046422,122.71,4689640499510892032,6.09457177103,0.4006,-72.02140251915,0.3030,1.2121,0.3694,3.2811,11.592,11.474,0.544,-1.647,0.410,102,7.7898,265.00,1.281,1.251e+01,95,1.6511,0.0738,11,1.608,0,1.27906e+03,1.05017e+01,17.920137,1.31502e+03,8.29111e+01,17.541212,1.61701e+03,16.726116,2.292,0.815096,,,0,,,,,,,0.009331,0.068512,0.053929,17.923938,0.009360,1.27459e+03,1.091,8.4128,6.4692,-0.5808
